launch_id,year,launch_date_utc,launch_datetime_utc,time_precision,raw_date_time,rocket,payload,flight_number,launch_site,launch_service_provider,operator,trajectory_class,function,decay_or_impact_date_utc,outcome,remarks,source_url,source_tier
L0355,1955,1955-06-24,1955-06-24T18:04:00Z,minute,24 June 18:04,Nike-Deacon,,DAN-2,Wallops Island,US Air Force,NACA,Suborbital,Aeronomy,24 June,Successful,Apogee: 105 kilometres (65 mi)[29],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0356,1955,1955-06-28,,day,28 June,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,28 June,Successful[21],R-5M,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0357,1955,1955-06-30,,day,30 June,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,30 June,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0358,1955,1955-07-01,,day,1 July,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,1 July,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0359,1955,1955-07-07,,day,7 July,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,7 July,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0360,1955,1955-07-08,1955-07-08T08:39:00Z,minute,8 July 08:39,Aerobee RTV-N-10,,NRL 23,White Sands LC-35,US Navy,NRL,Suborbital,Ionospheric,8 July,Successful,Apogee: 113 kilometres (70 mi)[27],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0361,1955,1955-07-09,,day,9 July,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,9 July,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0362,1955,1955-07-13,1955-07-13T06:59:00Z,minute,13 July 06:59,Aerobee RTV-N-10a,,NRL 23,White Sands LC-35,US Navy,NRL,Suborbital,Aeronomy,13 July,Successful,"Apogee: 69 kilometres (43 mi), maiden flight of the Aerobee RTV-N-10a[27]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0363,1955,1955-07-15,,day,15 July,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,15 July,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0364,1955,1955-07-25,,day,25 July,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,25 July,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0365,1955,1955-07-26,,day,26 July,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,26 July,Successful[25],R-2,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0366,1955,1955-07-29,,day,29 July,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,29 July,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0367,1955,1955-08-01,,day,1 August,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,1 August,Successful[25],R-2,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0368,1955,1955-08-03,,day,3 August,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,3 August,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0369,1955,1955-08-06,,day,6 August,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,6 August,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0370,1955,1955-08-08,,day,8 August,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,8 August,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0371,1955,1955-08-09,,day,9 August,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,9 August,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0372,1955,1955-08-12,,day,12 August,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,12 August,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0373,1955,1955-08-16,,day,16 August,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,16 August,Partial Failure[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0374,1955,1955-08-24,,day,24 August,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,24 August,Successful[25],R-2,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0375,1955,1955-08-25,,day,25 August,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,25 August,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0376,1955,1955-08-25,1955-08-25T13:00:00Z,minute,25 August 13:00,Aerobee Hi,,NRL 37,White Sands LC-35,US Navy,NRL,Suborbital,Test flight,25 August,Launch failure,"Apogee: 4 kilometres (2.5 mi), maiden flight of the Aerobee Hi (NRL variant), Navy designation: RTV-N-13[27]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0377,1955,1955-08-26,,day,26 August,X-17,,,Cape Canaveral LC-3,US Air Force,ARDC,Suborbital,Test flight,26 August,Launch failure,"Apogee: 3 kilometres (1.9 mi), maiden flight of the X-17[31]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0378,1955,1955-08-27,,day,27 August,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,27 August,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0379,1955,1955-08-30,,day,30 August,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,30 August,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0380,1955,1955-08-31,,day,31 August,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,31 August,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0381,1955,1955-09-14,1955-09-14T13:30:00Z,minute,14 September 13:30,Aerobee AJ10-27,,USAF 58,Holloman LC-A,US Air Force,AFCRC / University of Michigan,Suborbital,Aeronomy,14 September,Successful,Apogee: 95 kilometres (59 mi)[23]: 158–159,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0382,1955,1955-09-15,,day,15 September,HJ-Nike,,,Wallops Island,NACA,NACA,Suborbital,Test flight,15 September,Launch failure,"Apogee: 10 kilometres (6.2 mi), maiden flight of the HJ-Nike[32]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0383,1955,1955-09-19,,day,19 September,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,19 September,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0384,1955,1955-09-23,,day,23 September,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,23 September,Successful[22],X-17,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0385,1955,1955-09-23,1955-09-23T20:34:00Z,minute,23 September 20:34,Loki Rockoon,,SUI 38,"USS Staten Island, Atlantic Ocean, near Nova Scotia",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,23 September,Successful,Apogee: 100 kilometres (62 mi)[33],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0386,1955,1955-09-24,1955-09-24T16:35:00Z,minute,24 September 16:35,Deacon Rockoon,,SUI 39,"USS Staten Island, Atlantic Ocean, near Nova Scotia",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,24 September,Successful,Apogee: 100 kilometres (62 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0387,1955,1955-09-24,1955-09-24T21:09:00Z,minute,24 September 21:09,Loki Rockoon,,SUI 40,"USS Staten Island, Atlantic Ocean, near Nova Scotia",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,24 September,Successful,Apogee: 100 kilometres (62 mi)[33],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0388,1955,1955-09-25,1955-09-25T20:39:00Z,minute,25 September 20:39,Loki Rockoon,,SUI 41,"USS Staten Island, Atlantic Ocean, near Newfoundland",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,25 September,Launch failure,Apogee: 11 kilometres (6.8 mi)[33],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0389,1955,1955-09-27,,day,27 September,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,27 September,Successful[22],Nike-Deacon,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0390,1955,1955-09-27,1955-09-27T19:12:00Z,minute,27 September 19:12,Deacon Rockoon,,NRL Rockoon 14,"USS Staten Island, Labrador Sea",US Navy,NRL,Suborbital,Ionospheric / Aeronomy,27 September,Launch failure,Apogee: 11 kilometres (6.8 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0391,1955,1955-09-27,1955-09-27T19:43:00Z,minute,27 September 19:43,Deacon Rockoon,,NRL Rockoon 13,"USS Staten Island, Labrador Sea",US Navy,NRL,Suborbital,Ionospheric / Aeronomy,27 September,Successful,Apogee: 90 kilometres (56 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0392,1955,1955-09-27,1955-09-27T20:54:00Z,minute,27 September 20:54,Deacon Rockoon,,SUI 42,"USS Staten Island, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,27 September,Successful,Apogee: 100 kilometres (62 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0393,1955,1955-09-28,1955-09-28T01:13:00Z,minute,28 September 01:13,Loki Rockoon,,SUI 43,"USS Staten Island, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,28 September,Launch failure,Apogee: 100 kilometres (62 mi)[33],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0394,1955,1955-09-28,1955-09-28T12:45:00Z,minute,28 September 12:45,Deacon Rockoon,,NRL Rockoon 15,"USS Staten Island, southern Davis Strait",US Navy,NRL,Suborbital,Ionospheric / Aeronomy,28 September,Successful,Apogee: 90 kilometres (56 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0395,1955,1955-09-28,1955-09-28T14:54:00Z,minute,28 September 14:54,Deacon Rockoon,,SUI 44,"USS Staten Island, southern Davis Strait",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,28 September,Successful,Apogee: 100 kilometres (62 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0396,1955,1955-09-28,1955-09-28T17:40:00Z,minute,28 September 17:40,Deacon Rockoon,,NRL Rockoon 16,"USS Staten Island, southern Davis Strait",US Navy,NRL,Suborbital,Ionospheric / Aeronomy,28 September,Launch failure,Apogee: 11 kilometres (6.8 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0397,1955,1955-09-28,1955-09-28T19:22:00Z,minute,28 September 19:22,Deacon-Loki Rockoon,,SUI 45,"USS Staten Island, southern Davis Strait",US Navy,University of Iowa,Suborbital,Test flight,28 September,Launch failure,"Apogee: 102 kilometres (63 mi), maiden flight of the Deacon-Loki rockoon[35]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0398,1955,1955-09-29,,day,29 September,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,29 September,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0399,1955,1955-09-29,1955-09-29T13:42:00Z,minute,29 September 13:42,Deacon Rockoon,,SUI 46,"USS Staten Island, Davis Strait",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,29 September,Successful,Apogee: 100 kilometres (62 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0400,1955,1955-09-29,1955-09-29T19:13:00Z,minute,29 September 19:13,Deacon Rockoon,,SUI 47,"USS Staten Island, northern Davis Strait",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,29 September,Successful,Apogee: 100 kilometres (62 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0401,1955,1955-09-29,1955-09-29T21:52:00Z,minute,29 September 21:52,Deacon-Loki Rockoon,,SUI 48,"USS Staten Island, Davis Strait",US Navy,University of Iowa,Suborbital,Test flight,29 September,Launch failure,"Apogee: 100 kilometres (62 mi), final flight of the Deacon-Loki rockoon[35]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0402,1955,1955-09-30,1955-09-30T15:50:00Z,minute,30 September 15:50,Aerobee AJ10-27,,USAF 59,Holloman LC-A,US Air Force,AFCRC / University of Utah / University of Colorado,Suborbital,Solar UV,30 September,Successful,Apogee: 74 kilometres (46 mi)[23]: 160–161,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0403,1955,1955-09-30,1955-09-30T20:10:00Z,minute,30 September 20:10,Loki Rockoon,,SUI 49,"USS Staten Island, Baffin Bay",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,30 September,Successful,Apogee: 100 kilometres (62 mi)[33],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0404,1955,1955-10-01,,day,1 October,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,1 October,Successful[21],R-5M,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0405,1955,1955-10-04,1955-10-04T21:18:00Z,minute,4 October 21:18,Loki Rockoon,,SUI 50,"USS Staten Island, Baffin Bay",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,4 October,Successful,Apogee: 100 kilometres (62 mi)[33],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0406,1955,1955-10-05,,day,5 October,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,5 October,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0407,1955,1955-10-06,1955-10-06T10:45:00Z,minute,6 October 10:45,Deacon Rockoon,,NRL Rockoon 17,"USS Staten Island, Davis Strait",US Navy,NRL,Suborbital,Ionospheric / Aeronomy,6 October,Launch failure,Apogee: 11 kilometres (6.8 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0408,1955,1955-10-06,1955-10-06T19:10:00Z,minute,6 October 19:10,Deacon Rockoon,,SUI 51,"USS Staten Island, Davis Strait",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,6 October,Successful,Apogee: 100 kilometres (62 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0409,1955,1955-10-07,,day,7 October,Nike-Nike-T40-T55,,,Wallops Island,NACA,NACA,Suborbital,Heat transfer REV test,7 October,Successful,Apogee: 30 kilometres (19 mi)[30],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0410,1955,1955-10-08,,day,8 October,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,8 October,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0411,1955,1955-10-11,1955-10-11T14:33:00Z,minute,11 October 14:33,Deacon Rockoon,,SUI 52,"USS Staten Island, southern Davis Strait",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,11 October,Launch failure,Apogee: 20 kilometres (12 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0412,1955,1955-10-11,1955-10-11T14:37:00Z,minute,11 October 14:37,Deacon Rockoon,,NRL Rockoon 18,"USS Staten Island, southern Davis Strait",US Navy,NRL,Suborbital,Ionospheric / Aeronomy,11 October,Successful,Apogee: 90 kilometres (56 mi)[34],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0413,1955,1955-10-13,1955-10-13T01:00:00Z,minute,13 October 01:00,Aerobee RTV-A-1a,,USAF 60,Holloman LC-A,US Air Force,AFCRC,Suborbital,Aeronomy,13 October,Successful,Apogee: 101 kilometres (63 mi)[23]: 162–163,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
